sales_record_id,order_id,customer_id,product_key,order_date,ship_date,ship_mode,market,region,quantity,sales,discount,profit,shipping_cost,order_priority,year
9835,ID-2012-86607,7,6136,2012-02-20,2012-02-24,Second Class,APAC,Oceania,6,187.0,0.4,-74.952,13.45,Medium,2012
9836,RW-2012-8200,458,1435,2012-02-20,2012-02-24,Standard Class,Africa,Africa,4,200.0,0.0,1.92,10.8,Medium,2012
9837,ES-2012-5356719,790,4289,2012-02-20,2012-02-23,Second Class,EU,Central,2,100.0,0.0,21.0,8.42,Medium,2012
9838,ID-2012-86607,7,6137,2012-02-20,2012-02-24,Second Class,APAC,Oceania,4,76.0,0.4,3.72,7.26,Medium,2012
9839,ID-2012-86607,7,6138,2012-02-20,2012-02-24,Second Class,APAC,Oceania,6,95.0,0.4,-4.788,6.35,Medium,2012
9840,RW-2012-8200,458,4815,2012-02-20,2012-02-24,Standard Class,Africa,Africa,1,170.0,0.0,33.9,4.72,Medium,2012
9841,QA-2012-1070,576,6139,2012-02-20,2012-02-24,Standard Class,EMEA,EMEA,1,56.0,0.0,16.89,3.61,Medium,2012
9842,ID-2012-86607,7,6140,2012-02-20,2012-02-24,Second Class,APAC,Oceania,4,43.0,0.4,-5.904,2.9,Medium,2012
9843,CA-2012-169740,287,6141,2012-02-20,2012-02-25,Standard Class,US,South,1,30.0,0.0,2.999,2.36,Medium,2012
9844,MO-2012-7980,134,6142,2012-02-20,2012-02-24,Standard Class,Africa,Africa,1,46.0,0.0,15.06,2.32,Medium,2012
9845,RW-2012-8200,458,6143,2012-02-20,2012-02-24,Standard Class,Africa,Africa,1,34.0,0.0,5.07,2.16,Medium,2012
9846,LH-2012-930,461,1956,2012-02-20,2012-02-25,Second Class,EMEA,EMEA,1,9.0,0.7,-12.294,2.13,High,2012
9847,ID-2012-86607,7,6144,2012-02-20,2012-02-24,Second Class,APAC,Oceania,1,17.0,0.4,-6.822,1.9,Medium,2012
9848,TU-2012-1730,713,611,2012-02-20,2012-02-24,Standard Class,EMEA,EMEA,1,20.0,0.6,-17.934,1.53,Medium,2012
9849,EG-2012-240,263,6145,2012-02-20,2012-02-24,Standard Class,Africa,Africa,1,16.0,0.0,2.94,0.95,Medium,2012
9850,TU-2012-9840,612,6146,2012-02-20,2012-02-24,Standard Class,EMEA,EMEA,1,4.0,0.6,-2.748,0.86,High,2012
9851,EG-2012-240,263,2751,2012-02-20,2012-02-24,Standard Class,Africa,Africa,2,12.0,0.0,3.72,0.83,Medium,2012
9852,UP-2012-6480,743,3423,2012-02-20,2012-02-24,Standard Class,EMEA,EMEA,1,13.0,0.0,5.07,0.79,Medium,2012
9853,ES-2012-5356719,790,1147,2012-02-20,2012-02-23,Second Class,EU,Central,3,92.0,0.0,25.83,0.62,Medium,2012
9854,TU-2012-1730,713,6147,2012-02-20,2012-02-24,Standard Class,EMEA,EMEA,1,4.0,0.6,-1.944,0.14,Medium,2012
9855,UP-2012-8420,532,1102,2012-02-21,2012-02-23,First Class,EMEA,EMEA,8,,0.0,389.52,172.16,Critical,2012
9856,CA-2012-162782,350,4914,2012-02-21,2012-02-27,Standard Class,US,East,2,,0.0,1270.99,91.36,Medium,2012
9857,MX-2012-145065,360,5329,2012-02-21,2012-02-24,First Class,LATAM,Caribbean,7,265.0,0.0,39.76,58.23,Medium,2012
9858,ES-2012-1444969,187,6148,2012-02-21,2012-02-28,Standard Class,EU,Central,3,157.0,0.1,59.454,18.38,Medium,2012
9859,CA-2012-129770,49,6149,2012-02-21,2012-02-23,Second Class,US,West,4,49.0,0.0,23.0864,17.59,Critical,2012
9860,IN-2012-73440,763,6108,2012-02-21,2012-02-25,Standard Class,APAC,North Asia,2,124.0,0.0,43.44,15.97,High,2012
9861,MX-2012-161872,170,4332,2012-02-21,2012-02-26,Standard Class,LATAM,Caribbean,3,210.0,0.0,18.84,15.18,Medium,2012
9862,MX-2012-167619,350,4549,2012-02-21,2012-02-24,First Class,LATAM,Central,2,73.0,0.0,25.6,10.06,Medium,2012
9863,IN-2012-73440,763,6150,2012-02-21,2012-02-25,Standard Class,APAC,North Asia,5,76.0,0.0,23.4,7.39,High,2012
9864,NI-2012-280,784,4994,2012-02-21,2012-02-26,Standard Class,Africa,Africa,1,43.0,0.7,-56.301,3.84,Medium,2012
9865,MX-2012-145065,360,6151,2012-02-21,2012-02-24,First Class,LATAM,Caribbean,6,35.0,0.0,12.84,3.33,Medium,2012
9866,MX-2012-167619,350,4988,2012-02-21,2012-02-24,First Class,LATAM,Central,6,35.0,0.0,12.0,2.52,Medium,2012
9867,SF-2012-6470,526,3008,2012-02-21,2012-02-26,Standard Class,Africa,Africa,1,39.0,0.0,7.29,2.15,Medium,2012
9868,MX-2012-167619,350,2904,2012-02-21,2012-02-24,First Class,LATAM,Central,1,4.0,0.0,1.64,0.52,Medium,2012
9869,TU-2012-8730,693,6152,2012-02-22,2012-02-28,Standard Class,EMEA,EMEA,14,988.0,0.6,-1235.052,107.91,Low,2012
9870,ES-2012-4379168,68,6153,2012-02-22,2012-02-26,Standard Class,EU,North,7,205.0,0.0,92.19,19.13,Medium,2012
9871,EZ-2012-1620,501,2514,2012-02-22,2012-02-24,Second Class,EMEA,EMEA,1,133.0,0.0,38.52,16.54,Medium,2012
9872,EZ-2012-1620,501,1886,2012-02-22,2012-02-24,Second Class,EMEA,EMEA,1,175.0,0.0,52.38,14.25,Medium,2012
9873,IN-2012-44180,321,3760,2012-02-22,2012-02-26,Standard Class,APAC,Oceania,4,106.0,0.1,36.54,11.78,Medium,2012
9874,EZ-2012-1620,501,5967,2012-02-22,2012-02-24,Second Class,EMEA,EMEA,1,88.0,0.0,35.37,10.27,Medium,2012
9875,IT-2012-1819598,46,6154,2012-02-22,2012-02-28,Standard Class,EU,South,2,147.0,0.4,-31.968,9.69,Medium,2012
9876,IN-2012-44180,321,6155,2012-02-22,2012-02-26,Standard Class,APAC,Oceania,5,131.0,0.1,27.57,8.93,Medium,2012
9877,ID-2012-44495,362,1589,2012-02-22,2012-02-26,Standard Class,APAC,Southeast Asia,3,85.0,0.0,16.11,7.87,Medium,2012
9878,ES-2012-5365524,19,4677,2012-02-22,2012-02-27,Standard Class,EU,North,5,98.0,0.0,39.0,7.79,High,2012
9879,IN-2012-44180,321,957,2012-02-22,2012-02-26,Standard Class,APAC,Oceania,4,210.0,0.1,11.592,6.29,Medium,2012
9880,CA-2012-132374,518,4105,2012-02-22,2012-02-24,Second Class,US,Central,4,79.0,0.0,20.6336,5.95,High,2012
9881,ES-2012-4379168,68,2647,2012-02-22,2012-02-26,Standard Class,EU,North,3,47.0,0.0,0.9,4.38,Medium,2012
9882,IN-2012-44180,321,2328,2012-02-22,2012-02-26,Standard Class,APAC,Oceania,2,76.0,0.1,31.356,3.84,Medium,2012
9883,IN-2012-44180,321,3717,2012-02-22,2012-02-26,Standard Class,APAC,Oceania,3,157.0,0.1,47.007,3.36,Medium,2012
9884,ES-2012-4379168,68,169,2012-02-22,2012-02-26,Standard Class,EU,North,5,55.0,0.0,12.0,2.63,Medium,2012
9885,ES-2012-5365524,19,3514,2012-02-22,2012-02-27,Standard Class,EU,North,3,30.0,0.0,4.95,2.17,High,2012
9886,IN-2012-44180,321,521,2012-02-22,2012-02-26,Standard Class,APAC,Oceania,1,23.0,0.1,3.771,2.01,Medium,2012
9887,EZ-2012-1620,501,1803,2012-02-22,2012-02-24,Second Class,EMEA,EMEA,1,24.0,0.0,8.52,1.58,Medium,2012
9888,IN-2012-44180,321,1799,2012-02-22,2012-02-26,Standard Class,APAC,Oceania,1,12.0,0.1,1.158,0.75,Medium,2012
9889,NI-2012-950,637,381,2012-02-22,2012-02-27,Standard Class,Africa,Africa,2,3.0,0.7,-3.156,0.44,High,2012
9890,ES-2012-1439357,195,5324,2012-02-23,2012-02-26,First Class,EU,North,5,,0.0,845.7,355.06,High,2012
9891,ES-2012-4306010,544,3956,2012-02-23,2012-02-25,First Class,EU,North,2,513.0,0.0,215.46,133.01,High,2012
9892,ES-2012-4306010,544,5851,2012-02-23,2012-02-25,First Class,EU,North,6,488.0,0.0,243.72,67.87,High,2012
9893,ES-2012-4306010,544,4996,2012-02-23,2012-02-25,First Class,EU,North,8,426.0,0.0,213.12,27.9,High,2012
9894,ES-2012-4306010,544,5588,2012-02-23,2012-02-25,First Class,EU,North,6,48.0,0.0,20.16,12.43,High,2012
9895,ID-2012-41982,596,20,2012-02-23,2012-02-28,Standard Class,APAC,Southeast Asia,3,317.0,0.17,45.8703,8.26,Medium,2012
9896,ID-2012-41982,596,1621,2012-02-23,2012-02-28,Standard Class,APAC,Southeast Asia,2,80.0,0.17,-9.6,5.9,Medium,2012
9897,ES-2012-1742205,33,317,2012-02-23,2012-02-29,Standard Class,EU,North,3,83.0,0.0,12.42,5.78,Medium,2012
9898,UZ-2012-9360,471,5766,2012-02-23,2012-02-29,Standard Class,EMEA,EMEA,4,52.0,0.0,23.28,2.42,Medium,2012
9899,ID-2012-41982,596,495,2012-02-23,2012-02-28,Standard Class,APAC,Southeast Asia,4,24.0,0.47,-15.7008,2.13,Medium,2012
9900,CA-2012-132276,543,6156,2012-02-23,2012-02-28,Standard Class,US,East,6,27.0,0.0,6.72,1.63,Medium,2012
9901,NI-2012-5780,300,2274,2012-02-23,2012-02-28,Standard Class,Africa,Africa,1,14.0,0.7,-20.394,1.6,High,2012
9902,CA-2012-132276,543,4177,2012-02-23,2012-02-28,Standard Class,US,East,2,11.0,0.2,3.8136,0.96,Medium,2012
9903,UZ-2012-9360,471,3169,2012-02-23,2012-02-29,Standard Class,EMEA,EMEA,1,11.0,0.0,3.42,0.76,Medium,2012
9904,IN-2012-27583,389,4827,2012-02-24,2012-02-29,Standard Class,APAC,Central Asia,5,,0.0,541.8,289.17,Medium,2012
9905,ES-2012-2511184,294,6157,2012-02-24,2012-03-01,Standard Class,EU,Central,3,356.0,0.15,79.6635,23.37,Low,2012
9906,IN-2012-27583,389,6158,2012-02-24,2012-02-29,Standard Class,APAC,Central Asia,2,162.0,0.0,66.42,7.7,Medium,2012
9907,SA-2012-230,81,206,2012-02-24,2012-02-28,Second Class,EMEA,EMEA,1,25.0,0.0,9.78,4.39,High,2012
9908,TU-2012-9810,577,6159,2012-02-24,2012-02-28,Standard Class,EMEA,EMEA,8,74.0,0.6,-22.368,3.68,Medium,2012
9909,SA-2012-4490,600,6160,2012-02-24,2012-02-29,Standard Class,EMEA,EMEA,1,42.0,0.0,7.59,3.54,Medium,2012
9910,NI-2012-4680,774,4853,2012-02-24,2012-02-26,Second Class,Africa,Africa,2,19.0,0.7,-24.528,3.31,High,2012
9911,IN-2012-27583,389,6005,2012-02-24,2012-02-29,Standard Class,APAC,Central Asia,2,95.0,0.0,1.86,2.61,Medium,2012
9912,IN-2012-44810,466,5504,2012-02-25,2012-02-25,Same Day,APAC,Central Asia,4,,0.0,582.36,704.08,Critical,2012
9913,IN-2012-10146,628,6161,2012-02-25,2012-03-01,Standard Class,APAC,Oceania,2,701.0,0.1,15.57,120.77,High,2012
9914,IN-2012-10146,628,767,2012-02-25,2012-03-01,Standard Class,APAC,Oceania,4,261.0,0.1,115.86,36.84,High,2012
9915,IN-2012-44810,466,4724,2012-02-25,2012-02-25,Same Day,APAC,Central Asia,5,118.0,0.0,38.85,29.42,Critical,2012
9916,US-2012-145485,152,6050,2012-02-25,2012-02-25,Same Day,LATAM,Caribbean,5,132.0,0.2,-16.48,19.08,High,2012
9917,US-2012-145485,152,4471,2012-02-25,2012-02-25,Same Day,LATAM,Caribbean,4,34.0,0.5,-10.2,6.93,High,2012
9918,IN-2012-44810,466,372,2012-02-25,2012-02-25,Same Day,APAC,Central Asia,2,24.0,0.0,8.52,5.93,Critical,2012
9919,IN-2012-61638,613,2048,2012-02-25,2012-03-01,Second Class,APAC,North Asia,3,41.0,0.0,13.5,5.83,Medium,2012
9920,MX-2012-126872,377,6162,2012-02-25,2012-02-29,Standard Class,LATAM,South,2,45.0,0.0,15.88,4.63,High,2012
9921,IN-2012-61638,613,1093,2012-02-25,2012-03-01,Second Class,APAC,North Asia,1,26.0,0.0,1.29,2.17,Medium,2012
9922,IN-2012-61638,613,5206,2012-02-25,2012-03-01,Second Class,APAC,North Asia,2,21.0,0.0,8.76,1.46,Medium,2012
9923,CA-2012-154900,136,6163,2012-02-25,2012-03-01,Standard Class,US,East,4,23.0,0.0,10.224,0.69,Medium,2012
9924,CA-2012-154900,136,1309,2012-02-25,2012-03-01,Standard Class,US,East,1,3.0,0.0,1.512,0.09,Medium,2012
9925,IN-2012-26274,168,6164,2012-02-27,2012-03-04,Standard Class,APAC,Central Asia,6,,0.0,327.06,320.27,Medium,2012
9926,SG-2012-2990,238,5236,2012-02-27,2012-03-02,Standard Class,Africa,Africa,2,633.0,0.0,139.32,116.51,High,2012
9927,CA-2012-104129,202,2982,2012-02-27,2012-03-02,Standard Class,US,East,7,494.0,0.3,-28.224,78.5,High,2012
9928,CA-2012-138485,789,3047,2012-02-27,2012-03-01,Second Class,US,West,9,539.0,0.0,80.838,31.83,Medium,2012
9929,MX-2012-116589,456,6165,2012-02-27,2012-02-29,First Class,LATAM,South,3,165.0,0.4,2.748,27.97,Medium,2012
9930,CA-2012-104129,202,6166,2012-02-27,2012-03-02,Standard Class,US,East,2,106.0,0.0,1.0598,16.24,High,2012
9931,IN-2012-26274,168,6167,2012-02-27,2012-03-04,Standard Class,APAC,Central Asia,3,71.0,0.0,34.92,5.74,Medium,2012
9932,CA-2012-111325,371,393,2012-02-27,2012-02-28,First Class,US,East,3,4.0,0.7,-3.3879,2.31,Critical,2012
9933,NI-2012-5960,564,6168,2012-02-27,2012-03-05,Standard Class,Africa,Africa,1,15.0,0.7,-34.332,2.27,Low,2012
9934,ES-2012-4736606,357,6169,2012-02-27,2012-03-03,Standard Class,EU,South,3,21.0,0.0,4.59,2.21,Medium,2012
9935,CA-2012-111325,371,5713,2012-02-27,2012-02-28,First Class,US,East,6,16.0,0.2,2.2044,2.13,Critical,2012
9936,NI-2012-5960,564,6170,2012-02-27,2012-03-05,Standard Class,Africa,Africa,4,17.0,0.7,-33.744,1.91,Low,2012
9937,NI-2012-5960,564,504,2012-02-27,2012-03-05,Standard Class,Africa,Africa,1,15.0,0.7,-18.33,1.9,Low,2012
9938,NI-2012-5960,564,5610,2012-02-27,2012-03-05,Standard Class,Africa,Africa,1,10.0,0.7,-18.405,1.12,Low,2012
9939,GG-2012-8310,542,399,2012-02-27,2012-03-02,Standard Class,EMEA,EMEA,1,11.0,0.0,2.88,0.71,Medium,2012
9940,NI-2012-5960,564,1600,2012-02-27,2012-03-05,Standard Class,Africa,Africa,2,4.0,0.7,-3.108,0.57,Low,2012
9941,PL-2012-8620,753,2303,2012-02-28,2012-03-05,Standard Class,EMEA,EMEA,4,510.0,0.0,5.04,41.89,Medium,2012
9942,PL-2012-8620,753,6171,2012-02-28,2012-03-05,Standard Class,EMEA,EMEA,2,386.0,0.0,92.58,29.88,Medium,2012
9943,IN-2012-60441,182,5640,2012-02-28,2012-02-29,Same Day,APAC,Oceania,5,299.0,0.1,-6.705,29.07,High,2012
9944,US-2012-145436,564,877,2012-02-28,2012-03-04,Standard Class,US,South,8,390.0,0.2,43.8408,28.62,Medium,2012
9945,ES-2012-2947739,736,6172,2012-02-28,2012-03-03,Standard Class,EU,Central,6,314.0,0.0,21.96,28.16,Medium,2012
9946,IN-2012-60441,182,764,2012-02-28,2012-02-29,Same Day,APAC,Oceania,3,135.0,0.1,13.482,26.3,High,2012
9947,IN-2012-60441,182,6173,2012-02-28,2012-02-29,Same Day,APAC,Oceania,2,132.0,0.1,46.902,25.33,High,2012
9948,IN-2012-60441,182,6174,2012-02-28,2012-02-29,Same Day,APAC,Oceania,2,482.0,0.1,107.148,17.0,High,2012
9949,IN-2012-60441,182,4862,2012-02-28,2012-02-29,Same Day,APAC,Oceania,5,60.0,0.1,15.33,6.25,High,2012
9950,US-2012-145436,564,5570,2012-02-28,2012-03-04,Standard Class,US,South,2,162.0,0.2,-28.2744,4.89,Medium,2012
9951,IT-2012-1197304,514,6175,2012-02-28,2012-03-03,Standard Class,EU,Central,2,43.0,0.1,-4.74,4.67,Medium,2012
9952,TU-2012-4090,275,6176,2012-02-28,2012-03-05,Standard Class,EMEA,EMEA,2,73.0,0.6,-93.168,2.98,Medium,2012
9953,ES-2012-2930401,205,6177,2012-02-28,2012-03-03,Standard Class,EU,North,2,29.0,0.0,1.14,2.56,High,2012
9954,TU-2012-4090,275,69,2012-02-28,2012-03-05,Standard Class,EMEA,EMEA,1,18.0,0.6,-18.33,2.06,Medium,2012
9955,TU-2012-4090,275,6178,2012-02-28,2012-03-05,Standard Class,EMEA,EMEA,1,11.0,0.6,-9.756,0.73,Medium,2012
9956,MX-2012-151911,111,5663,2012-02-28,2012-03-03,Standard Class,LATAM,Central,1,5.0,0.0,1.12,0.48,High,2012
9957,CA-2012-102316,199,2000,2012-02-29,2012-03-03,Second Class,US,West,3,185.0,0.2,-20.7846,31.5,High,2012
9958,SF-2012-6660,199,3529,2012-02-29,2012-03-04,Standard Class,Africa,Africa,2,286.0,0.0,14.28,22.94,Medium,2012
9959,IZ-2012-5210,69,6179,2012-02-29,2012-03-01,First Class,EMEA,EMEA,1,312.0,0.0,21.84,11.72,High,2012
9960,CA-2012-153325,233,6180,2012-02-29,2012-03-02,Second Class,US,South,4,59.0,0.0,27.0112,5.74,Medium,2012
9961,SF-2012-6660,199,1801,2012-02-29,2012-03-04,Standard Class,Africa,Africa,2,62.0,0.0,17.22,3.65,Medium,2012
9962,ES-2012-2701376,328,5901,2012-02-29,2012-03-06,Standard Class,EU,Central,5,43.0,0.0,6.75,3.3,Medium,2012
9963,SF-2012-6660,199,3273,2012-02-29,2012-03-04,Standard Class,Africa,Africa,4,42.0,0.0,14.16,2.74,Medium,2012
9964,CA-2012-102316,199,1691,2012-02-29,2012-03-03,Second Class,US,West,2,16.0,0.2,1.1988,1.41,High,2012
9965,SF-2012-6660,199,6181,2012-02-29,2012-03-04,Standard Class,Africa,Africa,1,17.0,0.0,6.33,1.37,Medium,2012
9966,ES-2012-2701376,328,6182,2012-02-29,2012-03-06,Standard Class,EU,Central,2,19.0,0.0,8.28,0.42,Medium,2012
9967,CA-2012-133585,355,6183,2012-03-01,2012-03-04,First Class,US,Central,6,,0.32,-36.1176,131.64,High,2012
9968,ES-2012-3082564,25,6184,2012-03-01,2012-03-05,Standard Class,EU,North,4,733.0,0.0,109.92,69.61,Medium,2012
9969,ES-2012-2363775,665,6185,2012-03-01,2012-03-05,Standard Class,EU,Central,7,597.0,0.0,5.88,53.23,Medium,2012
9970,CA-2012-104052,262,6186,2012-03-01,2012-03-02,First Class,US,Central,4,96.0,0.2,34.742,21.36,Critical,2012
9971,ES-2012-2363775,665,2648,2012-03-01,2012-03-05,Standard Class,EU,Central,7,190.0,0.0,94.71,17.1,Medium,2012
9972,CA-2012-133585,355,6187,2012-03-01,2012-03-04,First Class,US,Central,2,55.0,0.2,6.2244,10.3,High,2012
9973,MX-2012-134530,618,4739,2012-03-01,2012-03-04,Second Class,LATAM,South,5,507.0,0.0,75.9,9.66,Medium,2012
9974,MX-2012-134530,618,6188,2012-03-01,2012-03-04,Second Class,LATAM,South,2,63.0,0.0,30.44,8.76,Medium,2012
9975,MX-2012-134530,618,33,2012-03-01,2012-03-04,Second Class,LATAM,South,1,83.0,0.002,24.71412,6.19,Medium,2012
9976,TU-2012-100,370,2064,2012-03-01,2012-03-07,Standard Class,EMEA,EMEA,1,82.0,0.6,-65.508,5.47,Medium,2012
9977,TU-2012-620,495,3281,2012-03-01,2012-03-08,Standard Class,EMEA,EMEA,6,45.0,0.6,-34.128,3.7,Medium,2012
9978,MX-2012-134530,618,6189,2012-03-01,2012-03-04,Second Class,LATAM,South,2,40.0,0.0,0.36,3.44,Medium,2012
9979,TU-2012-100,370,5035,2012-03-01,2012-03-07,Standard Class,EMEA,EMEA,1,60.0,0.6,-32.874,3.18,Medium,2012
9980,ES-2012-3082564,25,5367,2012-03-01,2012-03-05,Standard Class,EU,North,3,46.0,0.0,2.25,2.73,Medium,2012
9981,TU-2012-620,495,4229,2012-03-01,2012-03-08,Standard Class,EMEA,EMEA,2,22.0,0.6,-28.848,1.67,Medium,2012
9982,ES-2012-3082564,25,215,2012-03-01,2012-03-05,Standard Class,EU,North,3,51.0,0.0,23.94,1.04,Medium,2012
9983,TU-2012-620,495,5767,2012-03-01,2012-03-08,Standard Class,EMEA,EMEA,1,8.0,0.6,-2.688,0.37,Medium,2012
9984,TU-2012-7270,463,6190,2012-03-01,2012-03-05,Standard Class,EMEA,EMEA,1,3.0,0.6,-0.702,0.19,High,2012
9985,CA-2012-133494,183,6191,2012-03-01,2012-03-05,Standard Class,US,East,2,4.0,0.2,0.444,0.1,Medium,2012
9986,ES-2012-2309141,443,6192,2012-03-02,2012-03-04,First Class,EU,South,11,,0.0,989.01,151.11,Medium,2012
9987,ES-2012-2309141,443,6193,2012-03-02,2012-03-04,First Class,EU,South,3,815.0,0.1,-90.567,67.96,Medium,2012
9988,ES-2012-4160852,235,1867,2012-03-02,2012-03-07,Second Class,EU,Central,7,,0.1,468.132,63.95,Medium,2012
9989,ES-2012-2332844,399,6194,2012-03-02,2012-03-07,Standard Class,EU,North,3,583.0,0.5,-490.14,46.14,Medium,2012
9990,ES-2012-3863050,745,1569,2012-03-02,2012-03-04,Second Class,EU,Central,2,304.0,0.0,75.9,36.23,Medium,2012
9991,ES-2012-2332844,399,960,2012-03-02,2012-03-07,Standard Class,EU,North,7,448.0,0.5,-286.65,31.89,Medium,2012
9992,ES-2012-4160852,235,1052,2012-03-02,2012-03-07,Second Class,EU,Central,2,259.0,0.1,-8.694,30.06,Medium,2012
9993,CA-2012-110457,394,4764,2012-03-02,2012-03-06,Standard Class,US,West,3,788.0,0.0,165.3813,25.65,High,2012
9994,IZ-2012-2830,293,1408,2012-03-02,2012-03-07,Standard Class,EMEA,EMEA,4,227.0,0.0,34.08,24.17,Medium,2012
9995,ES-2012-4160852,235,6195,2012-03-02,2012-03-07,Second Class,EU,Central,1,131.0,0.1,7.281,19.67,Medium,2012
9996,ZA-2012-5660,301,251,2012-03-02,2012-03-07,Standard Class,Africa,Africa,1,207.0,0.0,35.25,14.69,Medium,2012
9997,ES-2012-4160852,235,5485,2012-03-02,2012-03-07,Second Class,EU,Central,5,152.0,0.0,69.6,14.64,Medium,2012
9998,CA-2012-105970,259,182,2012-03-02,2012-03-07,Standard Class,US,Central,6,102.0,0.0,50.94,14.09,High,2012
9999,ZA-2012-5660,301,2061,2012-03-02,2012-03-07,Standard Class,Africa,Africa,1,136.0,0.0,28.62,10.9,Medium,2012
10000,ID-2012-24510,521,5833,2012-03-02,2012-03-08,Standard Class,APAC,Oceania,6,207.0,0.4,17.172,10.77,Medium,2012
10001,ID-2012-24510,521,3211,2012-03-02,2012-03-08,Standard Class,APAC,Oceania,7,209.0,0.4,-108.15,10.69,Medium,2012
10002,ES-2012-4160852,235,2511,2012-03-02,2012-03-07,Second Class,EU,Central,3,90.0,0.0,35.82,9.72,Medium,2012
10003,ES-2012-2332844,399,1810,2012-03-02,2012-03-07,Standard Class,EU,North,4,98.0,0.5,-27.48,7.92,Medium,2012
10004,IZ-2012-2830,293,3658,2012-03-02,2012-03-07,Standard Class,EMEA,EMEA,8,143.0,0.0,48.48,7.53,Medium,2012
10005,IN-2012-33218,432,3798,2012-03-02,2012-03-04,Second Class,APAC,Central Asia,4,65.0,0.0,9.0,6.72,Medium,2012
10006,ID-2012-24510,521,6196,2012-03-02,2012-03-08,Standard Class,APAC,Oceania,7,,0.4,-86.436,6.55,Medium,2012
10007,IZ-2012-2830,293,1290,2012-03-02,2012-03-07,Standard Class,EMEA,EMEA,1,164.0,0.0,46.02,5.82,Medium,2012
10008,IN-2012-33218,432,6197,2012-03-02,2012-03-04,Second Class,APAC,Central Asia,3,852.0,0.0,76.59,3.78,Medium,2012
10009,IN-2012-33218,432,2326,2012-03-02,2012-03-04,Second Class,APAC,Central Asia,2,38.0,0.0,6.0,3.62,Medium,2012
10010,IZ-2012-2830,293,6198,2012-03-02,2012-03-07,Standard Class,EMEA,EMEA,1,52.0,0.0,11.4,2.93,Medium,2012
10011,ES-2012-2332844,399,3601,2012-03-02,2012-03-07,Standard Class,EU,North,6,126.0,0.5,-40.59,2.8,Medium,2012
10012,ID-2012-24510,521,6199,2012-03-02,2012-03-08,Standard Class,APAC,Oceania,7,28.0,0.4,-9.912,2.7,Medium,2012
10013,IZ-2012-2830,293,6200,2012-03-02,2012-03-07,Standard Class,EMEA,EMEA,2,22.0,0.0,3.48,2.55,Medium,2012
10014,MX-2012-136455,443,6201,2012-03-02,2012-03-07,Standard Class,LATAM,South,3,22.0,0.0,10.5,1.7,Medium,2012
10015,ID-2012-24510,521,1440,2012-03-02,2012-03-08,Standard Class,APAC,Oceania,2,13.0,0.4,-6.024,0.97,Medium,2012
10016,ES-2012-2332844,399,2281,2012-03-02,2012-03-07,Standard Class,EU,North,2,11.0,0.5,-2.82,0.81,Medium,2012
10017,CA-2012-105970,259,4934,2012-03-02,2012-03-07,Standard Class,US,Central,1,10.0,0.0,2.6416,0.71,High,2012
10018,ES-2012-4160852,235,511,2012-03-02,2012-03-07,Second Class,EU,Central,1,27.0,0.0,1.05,0.36,Medium,2012
10019,IZ-2012-2830,293,300,2012-03-02,2012-03-07,Standard Class,EMEA,EMEA,1,9.0,0.0,1.59,0.33,Medium,2012
10020,TU-2012-6430,763,2789,2012-03-02,2012-03-06,Standard Class,EMEA,EMEA,1,2.0,0.6,-0.822,0.18,Medium,2012
10021,TU-2012-6430,763,6202,2012-03-02,2012-03-06,Standard Class,EMEA,EMEA,1,4.0,0.6,-1.08,0.15,Medium,2012
10022,IN-2012-17622,294,3215,2012-03-03,2012-03-09,Standard Class,APAC,North Asia,5,252.0,0.0,17.55,27.09,Low,2012
10023,ES-2012-4293573,268,5779,2012-03-03,2012-03-09,Standard Class,EU,North,3,174.0,0.0,41.58,11.27,Medium,2012
10024,ES-2012-4293573,268,5779,2012-03-03,2012-03-09,Standard Class,EU,North,2,116.0,0.0,27.72,10.49,Medium,2012
10025,IN-2012-53105,42,6203,2012-03-03,2012-03-09,Standard Class,APAC,Central Asia,5,84.0,0.0,14.25,5.62,Low,2012
10026,IN-2012-47918,227,6204,2012-03-05,2012-03-10,Second Class,APAC,Oceania,7,,0.1,275.583,133.11,Medium,2012
10027,IN-2012-13359,81,6205,2012-03-05,2012-03-09,Standard Class,APAC,Oceania,1,409.0,0.1,118.209,67.67,High,2012
10028,MX-2012-144568,173,4977,2012-03-05,2012-03-12,Standard Class,LATAM,Central,2,607.0,0.0,133.6,67.31,Medium,2012
10029,CA-2012-109512,724,569,2012-03-05,2012-03-05,Same Day,US,East,7,384.0,0.1,63.9345,62.5,Critical,2012
10030,CA-2012-109512,724,5745,2012-03-05,2012-03-05,Same Day,US,East,4,563.0,0.0,67.608,49.81,Critical,2012
10031,ES-2012-5566593,667,6206,2012-03-05,2012-03-09,Second Class,EU,Central,2,852.0,0.1,179.958,38.45,Medium,2012
10032,CA-2012-109001,788,6207,2012-03-05,2012-03-09,Standard Class,US,East,7,466.0,0.4,-93.2316,32.98,Medium,2012
10033,IR-2012-3810,323,6208,2012-03-05,2012-03-08,First Class,EMEA,EMEA,4,154.0,0.0,26.16,30.32,High,2012
10034,IN-2012-82344,484,6209,2012-03-05,2012-03-07,Second Class,APAC,Oceania,2,99.0,0.0,13.8,23.53,High,2012
10035,KE-2012-9890,4,6210,2012-03-05,2012-03-09,Standard Class,Africa,Africa,1,310.0,0.0,0.0,21.74,Medium,2012
